Año;Mes;Total ;Animales Vivos;Carne;Pescados y moluscos;Leche y derivados;Otros productos de origen animal;Plantas vivas;Hortalizas y tubérculos;Frutas;Café, té y especias;Cereales;Productos de molineria;Semillas y frutos oleaginosos;Gomas, resinas y jugos;Materias trenzables;Grasas y aceites vegetales;Prepraciones de carnes y mariscos;Azúcares y confiterías;Cacao;Productos de cereales;Preparaciones del agro;Preparaciones alimenticias;Bebidas y líquidos;Residuos del las industrias;Tabaco y sucedáneos;Sal, azufre;Metaliferos;Combustibles;Químicos inorgánicos;Químicos orgánicos;Productos famacéuticos;Abonos;Curtiembres y derivados;Resinas y perfumería;Productos de limpieza;Materias Albuminosas;Explosivos;Productos fotógráficos;Productos derivados;Plásticos;Caucho;Pieles;Manufacturas de cuero;Productos de peletería;Madera, Carbón;Corcho;Espartería o Cestería;Pasta de madera;Papel y cartón;Productos editoriales;Seda;Lana y pelo fino;Algodón;Textiles vegetales;Filamentos sintéticos;Fibras sintéticas;Hilados;Alfombras;Tejidos especiales;Telas recubiertas;Tejidos de punto;Prendas, accesorios;Prendas, accesorios;Textíles ( los demás);Calzado;Sombreros;Paraguas;Artículos de plumas;Manufacturas de piedra;Prod. Cerámicos;Vidrio, manufacturas;Perlas finas;Fundición, hierro;Manufacturas de hierro, acero;Cobre, manufacturas;Niquel, manufacturas;Aluminio, manufacturas;Plomo, manufacturas;Zinc, manufacturas;Estaño, manufacturas;Cermet., manufacturas;Herramientas y últiles;Manufacturas de metal;Calderas, máquinas;Material eléctrico;Vehiculos y sus partes;Tractores, velocípedos;Aereonaves;Barcos;Instrumentos y óptica;Relojería y sus partes;Instrumentos músicales;Armas y municiones;Mobiliario hospitalario;Jueguetes;Manufacturas diversas;Objetos de Arte o colección y Antigüedades
2018;Enero;879363094;137614;1002665;5836551;651669;10443;11887984;28833238;93016620;94470057;23738;914030;3821816;477471;5342;40849842;7881686;95885916;1231102;15398045;8594478;12355684;19711822;6365123;1633853;1831405;4438296;36976929;2276961;3439844;13343120;2121383;3879564;11991265;14615314;1059383;463825;34751;11504128;23845430;13267151;522286;2712796;25650;8256091;;10460;2010709;20624633;1953219;;17787;4329034;;3108815;984898;1171346;40027;572327;85077;10369238;84417709;18674457;2768890;3142904;79999;11079;3320;163032;3637930;3618163;1152349;27483466;11968104;699808;378;7046486;748825;94860;;4936;211095;781840;6319141;37069731;256454;4922772;1347;659;2058204;104996;106556;;5107786;1329356;2488198;8333
2018;Febrero;928126947;199135;411320;5149439;372621;122215;10668423;33232167;105035095;115145558;202167;1731390;4797808;597774;9785;35771010;6948718;82987648;983431;17817050;8843143;16411478;30425824;8756025;1033194;2279834;4603397;32379864;2767313;3914980;17206202;1739877;4206460;13020487;14865614;922937;548815;17631;15206317;26526717;13128572;495749;2717856;1097;9903430;2061;19804;1670143;23558377;2103866;;10297;4575442;;3966344;1524293;1317521;93335;859563;258672;11141388;99468044;19704259;3916546;3095087;103635;12624;326;267758;3813599;4465601;406962;28826364;13597772;492006;827;8755500;3918;117479;;;286839;788861;7708117;11242676;33892;4540058;350;9117;2458884;226494;34184;30;5130354;1159472;2246848;5791
2018;Marzo;1065367663;156617;511224;3434767;377109;12660;9366718;38171922;132205993;129138018;301461;2240763;6894499;677711;183686;30552311;8342380;105232111;1251524;23249173;12120459;19121924;37884399;9004979;1309483;2528118;4444270;27930315;4035163;3714950;18989358;2204350;5509637;13973177;17252275;1154164;604853;16031;21654286;32143837;12164339;925589;4476396;;12225282;;27499;1943333;26662946;2683661;;16824;4968143;;4739090;1156257;1920561;126878;1131020;139362;11487271;99520334;24820291;4362629;3449009;104640;8055;2578;487581;5768884;4829644;3480519;36792077;17819960;788364;321;11119825;772397;235519;;;391155;1113025;9053200;6959871;50644;4364598;;;2530221;298216;47969;;6934240;1354953;3210048;5770
2018;Abril;943934747;170708;389511;2669002;970231;84191;9219201;25544107;112074147;115400459;22855;1024443;5248561;363454;876509;38448860;7874527;81614914;1000143;17772710;10943077;15383137;29036144;6895495;1062761;2567813;4072183;38172526;2181915;2906312;20990750;3014890;3948453;13715155;16441938;860647;493376;19430;17660066;25453962;12096445;617043;5017939;;10049013;;14464;1743623;23463266;1808041;;615;3361680;;4152116;1551044;1419319;137881;979464;197812;13455334;95938161;21702261;4513685;3340265;145338;63362;5786;263906;4294951;4322255;1254413;36974959;13285912;581367;;8724002;360618;197546;;;249216;828723;9222567;4927909;78412;4185174;1001;;2271516;251572;32556;;5273150;1282319;2676568;31615
2018;Mayo;956769060;262331;662967;5683350;1139873;66419;7114845;22726034;97938724;130447439;179988;1358638;4518935;430109;799410;46994931;9035274;71802623;983997;18932108;10540608;18524879;28175326;9612775;1040571;2407791;5199115;22911859;2573092;4281696;19015622;3653020;4457493;12941693;17419340;1468503;557500;35849;22384556;30667439;15079922;601067;3275014;8;9860624;;30964;1420637;23410983;1856299;750;2169;4011479;;4872631;2113172;1243585;228648;1228432;245782;13482326;97897013;20650586;3577197;3465380;129874;63044;5896;427864;4947360;5042998;979364;33165624;15641258;783923;462;10663585;701214;406656;3584;308;561770;937610;12703370;5315395;56389;4168723;362;;2298615;122148;12358;135514;5809261;1356443;2819928;6770
2018;Junio;906960531;173161;630970;8214147;1457458;122942;7174072;16903659;82393802;115197265;132954;1885812;5189233;394741;571139;52333854;10509219;33516875;1022324;17819158;10766863;17026744;33053435;9326784;3413504;2067250;3954701;40705753;2613572;4344290;18206508;4640304;3652030;12159195;18305202;919525;462088;75531;23637155;30156404;14313212;600852;4371544;;10285003;;29641;1280298;22613610;1851247;;19961;4088378;;4456515;1680517;1258992;114545;1031818;125014;9740710;98290212;23288874;3347512;3711351;170089;37987;10830;418098;4485065;5285230;530291;30950925;15307879;239145;1903;10614002;356313;384569;1800;;200121;1109969;9510482;6322379;60294;6431024;35000;;2772455;119671;9922;;5343633;1731712;2878883;11431
2018;Julio;898926698;189542;1121333;10720419;1040976;95543;7039709;22752537;90938848;88409685;67084;1840090;5730591;394076;364718;46328023;8893762;44466961;823761;16520321;9307321;15108738;30139508;7318143;2853650;2636179;3650472;47739373;2551094;4656500;18337915;3160989;3548512;11256263;16653270;954305;580034;6060;21101319;27050686;14577394;602131;8687827;980;10034920;;32532;1109614;22109655;2058962;;1724;5427079;22;4615580;1551311;1132610;116505;1256160;159278;11088034;97682000;28206155;3428785;3136775;102499;287807;2134;372078;4268488;4966181;2847593;30825059;13576423;1274763;2090;9333765;412265;288129;107;;546360;1095978;11633328;5914888;16049;3405623;2922431;1000;2615752;166768;36766;47313;4485098;1741835;2362038;11747
2018;Agosto;935550590;199845;2094188;12308917;574946;169413;6576683;25142662;106692149;67356283;242669;1634849;5990383;431820;6998;59861725;8830714;47688738;981938;18546589;10864023;16901180;29299119;8116094;8106046;1793097;1356676;40319034;2784404;3450983;17533881;2546477;4289943;12637633;19728021;778252;478711;66629;18399506;29683185;17306279;604523;5025197;165;10723431;;16914;1395827;25159607;2234417;748;1970;4972597;7;3966164;2331885;1193835;172087;1028471;280526;11985582;107655190;27836606;2899348;3584191;204736;96815;1372;389114;5568084;7255216;1256909;34514011;14092697;778528;337;9719989;333611;271012;200;;488560;1171113;11510102;6396284;67286;3308566;1200;;2725140;115969;4733;;4853840;2859345;2714209;11642
2018;Septiembre;837103084;200985;693265;5860866;668215;20605;7800839;23919258;100408407;35895697;342432;1360207;5054239;756779;76378;42040399;6813776;51855087;951937;16070473;10058145;17213417;19353296;7896970;19843886;1753684;4194460;45480174;2582896;3648071;18120415;1476677;4888854;10567162;16028856;791123;410982;94591;17140644;27826561;15100933;317955;3721728;;9743999;;49176;1401906;23599133;1761047;1667;8398;4307039;;3591688;1707704;1129498;133190;1011412;81684;13243198;101995016;27589355;3212637;3419061;92702;10508;408;427312;3831307;4819742;884423;23262681;13445947;425410;;10200054;308619;207423;22;;748489;1036775;9016531;5496699;52070;3374527;2039;550;2669829;129585;8428;;4899834;1893525;2562150;7363
2018;Octubre;858236105;185201;1412322;5042456;464071;103587;6240089;25307046;96945453;66820294;303783;1489937;7589896;486922;17238;69230860;9288577;23267894;1411172;17536778;10389663;16903382;22530162;7023685;9729375;1995803;991900;42312932;2644566;4082923;16926301;1881034;5815976;15057401;20163390;899377;505079;58385;13950287;27058947;15335349;688232;2502185;;10964310;;31652;1361189;24594174;2378987;2875;2573;4950297;;3852931;1813441;1383544;68652;942409;256742;14978763;92449211;25007593;3544083;3768876;205121;34124;13446;390202;4490638;3858260;956488;22565962;11632973;452099;;9294792;304455;299716;219;;766346;1205465;11710763;5519906;40989;5941348;312;250;2413767;242793;30436;;5890011;1803837;3190644;38531
2018;Noviembre;859938009;280330;1124758;6825249;512429;35282;6624822;29780221;96431323;75314982;144994;1542027;6106705;516959;89094;57714468;7516515;32144401;945808;18764185;11293617;17614487;18168982;7163612;11164631;1769858;3020476;40538388;2671584;3958149;19473383;1135674;5487002;13220644;17145065;1071441;636028;108481;14735633;27750907;14158077;574586;3224665;163;10812981;;52659;1516281;22671882;2197983;546;7788;4288037;;3593426;1121826;1279025;220981;958532;149430;15226553;91668300;20451798;3390712;3411584;178711;18348;3524;317789;4618444;3360214;2223581;26434606;11449952;758075;579;10069018;5567;39741;;104;260400;950181;11373613;6431857;99786;6084081;300;;2555180;113595;107624;440;6888181;1460113;2604609;9387
2018;Diciembre;899255901;170855;1688569;6753522;210922;280943;6424003;34013805;103764365;86991580;110833;1628486;6093891;443114;12319;46863464;7317591;70290630;1341891;19599458;11060879;16757368;19196300;5796733;2605396;1729286;770029;40041214;2511484;3593033;16968348;1207399;6407341;12614567;17468471;828567;783281;65669;13372714;28179523;14205851;701252;2915537;558;9935875;;5806;1503121;24260140;2158938;;3392;2837681;5051;3805554;1526515;1036635;149503;770746;204169;12848764;104242542;20557808;3403675;3573992;62418;13560;3914;351405;4840400;6265842;833461;19589557;11665912;596917;;8468167;584084;162994;11;53;532935;940714;8654514;8205147;215600;5036334;2350000;;2307119;84543;25230;;6524279;1755623;2558442;15778
2017;Enero;879002444;35494546;31333452;48854046;19134324;2322498;24702604;43704695;98229224;95771780;10914;362877;4076776;187038;1040;34346839;1544580;88003457;288316;2876796;4719277;4166761;22250071;1942184;1368484;1335440;58407683;16073556;646385;3303699;11254097;1622522;750094;8547144;3958579;526998;21016;35158;7210927;6044089;14938757;131922;2608003;276;3357989;1;1639;1714371;9080824;1027044;;87784;2348893;;2087701;705477;831100;91755;366496;48419;8225646;85385705;18070878;2027478;1401456;137675;4312;5486;38693;374927;2143249;971776;8802926;2291288;117718;3460;4179384;331624;72358;662;;298702;521487;5215779;3732776;3153;3833634;1125;3;2777758;124140;1201;;385222;704312;1946550;11484
2017;Febrero;942014246;109615;5316889;3103200;193745;62228;9174342;27753023;97126101;110692836;283394;1938024;4609778;628923;15356;42675719;10359937;106656149;1125361;15363534;9074938;14284580;21614860;4765030;2825789;1880772;50184430;42069074;2243186;2854352;18052619;1648242;4195283;12550305;15236432;893667;464082;61332;14582342;22495687;19264436;525480;2757775;19;6866738;;60504;1822057;21658785;1717055;45;3321;2941280;;2841374;814050;1114269;110275;878455;197640;7934534;83309478;22151862;4085977;3151692;191131;116045;151;236153;3481753;4275327;382901;20739657;11292752;195928;;6770403;66868;8172;;;368539;757676;8172670;4865077;212110;5682293;;;2342357;242903;20179;;4486412;922439;2797686;14407
2017;Marzo;1087033867;140541;3549162;3550073;292225;5265;8452212;29025443;129274267;135357138;412231;2005473;6735351;408691;176899;36570028;10165009;128196749;1154128;17232066;10862730;17013209;27530622;5105179;778267;2595514;54559029;37470008;2907112;3897854;19107353;2517035;5178708;15011205;16117262;674794;585581;60936;18424154;27336016;18328615;759065;2394899;4;8643037;8;14215;2549437;23035625;2296419;;404078;3136232;;4569020;1470670;1623381;66016;1076714;151417;8394543;102683854;24360309;4306771;3631560;202747;28330;8130;190448;4321242;3662036;1062476;25800833;12886456;167669;3389;9789312;332504;176892;;;638224;858070;10273183;5882480;73620;3704352;217503;;2513013;232704;12421;2959;5068370;1507801;3081827;3468
2017;Abril;947244415;86756;968436;4086646;438692;50470;9400429;24285348;103352236;116019940;420565;1322296;7379323;403619;931105;25201689;10343299;113790552;1189198;16910327;11005320;16214853;32156961;6059599;69723;2260931;40503592;22702625;1771089;3360881;18900645;1996104;4205941;12540896;15420514;568191;547169;55680;14862065;26830447;14414318;688237;4389162;54;8268037;58;6270;2138589;20947991;1557411;;7430;2807377;;2541682;1333007;1597036;90605;808378;188599;8739272;93838261;18322085;4144228;3156806;98812;11644;4105;236202;5327999;6280807;1777272;25557334;11875469;488274;1133;8902436;345259;273714;;;335259;849036;6611903;5338896;7692;3242551;;;2183168;99351;17389;;4883725;1082876;2753032;60032
2017;Mayo;978106051;128162;416291;7761996;456754;36036;6644869;17472024;91851519;121381742;84492;1855033;6855730;377766;1104610;33423481;7743890;104227695;1139230;15755603;10209167;14669912;26163971;5575723;3044030;2487610;71406553;47358819;1762624;5576510;17387435;2842271;4076813;13321493;15295082;958217;536815;15341;18269443;23659723;15411833;641083;4091818;1634;9114333;;14202;2096103;21450316;1936591;;37931;3186203;;2999225;1402817;958787;157515;966120;101363;9787698;97878999;16287079;3681623;3068913;180944;35210;5889;318019;4309438;5442365;1785056;17737768;9421135;610440;2966;8821078;338595;136138;29761;;430226;596617;8106773;5250332;118876;4351041;101500;14788;2321857;130426;20358;75;5239960;894787;2742432;4540
2017;Junio;901080418;115179;791824;8913422;1508658;70234;6526440;13092869;82174679;116114140;351051;1883448;6000532;497258;364356;39553097;9593125;71093260;1503763;18445767;11150946;17842011;27696347;6155807;6724399;3755699;16394004;14661548;2446386;5104068;19833576;3490573;4466157;13418750;17153597;826664;465283;70424;23606954;29280333;16588670;936949;2947927;;11018885;;22604;2220119;20780664;2148902;;108765;3638254;15;4016016;1139493;1219021;108577;827248;217905;10027740;95147459;18271821;3886492;4160544;117399;97068;179;355543;5444267;3602227;1633826;31098249;11919214;552308;;8845521;336386;156600;7251;;720320;1004685;8620385;5587496;51777;4129920;200;;2813178;144972;10183;13;6709587;1459866;3080406;10694
2017;Julio;906210072;103050;538672;7770680;963537;126350;6170955;18897222;95203709;100415884;99272;1784483;6553547;721465;372265;47911379;6276755;69466697;1451053;17292958;11746566;15479835;31756462;6626194;11966414;2232740;3449506;34962826;2372640;3660670;17805586;2621744;4604104;15371733;16971890;1099415;461057;32570;21024410;26251843;16588564;657734;2345108;;9162451;232;28970;2581293;20212284;2111055;520;;4405550;;3707644;1449715;1311299;85901;836638;191287;9888218;94490962;24918067;3507146;3575116;289789;400460;2336;446306;4347446;3755859;525077;26011626;11025427;412801;1622;10043159;633427;400313;;;357071;1251573;10209493;5322596;43667;4100804;550500;45;2540940;109929;52116;;4668790;1515548;2483231;34229
2017;Agosto;890415413;126997;4413661;7258368;773441;39769;6422860;20815500;101577963;88406749;64428;1751446;5415851;729711;108899;41765255;9640651;73851581;2033786;18107139;9884379;16982498;25266405;5103528;10985497;1755256;4703373;19179650;2680375;4120999;20482618;2228252;4356389;16111255;19440866;894939;516239;47146;20637343;28052515;16465599;739306;3389815;;9376075;28;27580;2297770;22697042;1947076;;3358;3791743;;3584177;1711586;1100613;86341;869645;173723;10946850;87901947;22709641;3798719;3775093;129512;59036;1994;436623;5154811;6696432;936245;25954512;11133774;412204;;9261173;345662;293570;;;315244;849154;9063765;6094882;62884;4678082;1100700;;2840332;111399;9682;;5491026;1862943;2979804;12664
2017;Septiembre;837311233;141352;553733;5183733;741245;38384;6795968;19101242;90159497;56393432;50771;1255004;5328058;240429;3632;78536131;7905101;27766074;1719572;16894595;9750098;17412794;18339426;8302957;10077528;2426134;5468873;38267271;2131208;3996535;18290566;1964270;5922736;14828181;16447340;925290;571746;61337;15866772;25882782;15611897;733687;3454079;;8905013;18;22704;2667917;22011162;2032661;63;9026;3712981;;3476977;2469602;1712362;121448;697749;218913;10267621;85542863;24454197;3164340;3304183;90011;50189;5428;355367;4238010;6649578;502439;39347869;10559977;582351;;9568300;701196;181827;;;312751;932922;9807007;5969932;162319;4356068;37948;;2656374;213637;8448;;4910428;2120939;2646298;10360
2017;Octubre;851902677;150866;512274;7368739;367537;;6294533;19947791;93185353;51048239;33343;1731194;3241979;467235;68650;55532772;7610330;24664433;1089150;15994344;11431081;16743463;26453773;7482690;4604196;1921666;5304711;29696168;2769994;3603740;17226303;1477014;6461581;13689717;16965839;728095;561951;70278;16455395;26315508;17519640;645562;2611984;470;9716248;20;16312;1815214;20923814;2074908;8;1371;4046333;2000;4501373;1725843;1311529;85327;761685;132798;10978458;94371680;19779847;3507751;3327600;191068;25956;6340;271886;4469726;4062188;1785140;24598342;11730132;670487;2109;10977937;712759;383987;16;;435854;812127;9594581;66215858;48118;3483691;73263;9214;2082735;192441;5269;4;5707972;1528022;2691401;4354
2017;Noviembre;875096482;281714;2316752;8479132;752420;94608;6567276;23146068;102024034;64284878;76126;1446588;3867060;588795;71830;71849340;8253914;44613102;1016425;17964646;10963098;17183296;25454785;6647877;3888534;3054228;4498608;34240338;2492385;3726149;19773623;2113299;6923679;16621127;17017114;1110824;941473;63999;15720126;27613042;16609902;596579;3468119;130;10152948;231;22016;2347743;22536512;2036164;1953;14144;4485761;;4041425;1513432;1444663;97516;834586;316319;12928299;79935798;15776455;3601842;3696662;67130;6793;8618;244499;4304140;4889325;2019550;23558280;10965580;955087;410;10018700;5864;196923;;;320834;960391;10122717;23284695;26248;5217013;;;2630719;173031;17143;502;6856397;1383510;2647904;12968
2017;Diciembre;887110718;379270;1791835;8154898;239803;71244;7096968;29945746;103015169;73259012;59575;1422579;4784404;575889;70279;50810334;9462351;74990326;942672;18764529;10459348;18084478;22108214;7839518;1029132;2241417;4580385;29735704;2195331;2991668;20283386;1472375;6585062;12774808;17759393;974535;670154;38565;16653660;30236843;13682298;727403;2340183;1625;10461848;;7498;2496371;23590261;2205492;;16029;3090079;;3775336;1218502;1277199;108405;702602;125558;9030033;88031443;19715210;3456326;3868890;54726;11434;907;319214;5419602;4380195;1120235;27124810;13644944;911006;264;10453222;753250;193990;8671;;513321;1217308;8465952;5353476;78207;6325776;310000;15192;2593523;243572;46543;20;8605967;1868722;2587848;9371
2016;Enero;833766632;107057;1483462;2026723;801816;20354;10160330;24468742;83658547;63104318;332578;1782833;3757718;497591;31115;44120278;5981064;91386193;700197;15184382;7650418;12786881;26334477;3222586;1075659;1593775;41593009;24501485;2312140;2004582;30044216;1233642;4548570;12487591;13343932;812848;552587;62238;11894215;22402961;9480067;711654;1642668;466;6146993;4268;1966941;18354440;1592589;339;7124;3359997;;4280417;918687;1047631;36296;699574;195722;8645848;92268036;21415110;2927419;3103454;103935;8141;6316;240800;4461389;4076291;946481;21467661;9270066;29628;3145;6427081;172129;119354;;;;290455;927929;10795550;6487914;15422;6594660;;50950;3389129;141356;12027;;5383026;788966;2685991;1990
2016;Febrero;842298400;228606;474396;961074;43659;25531;8366124;24105154;86363154;77547508;212929;1523916;5171157;487754;18758;21811968;4940507;87881272;955918;15427822;10230006;14527478;28328536;5881770;965241;1988338;56829381;33895656;2189823;2491827;20143027;1973818;4626677;13969289;13368698;622333;573213;28522;13783529;24736065;8024467;453370;1567050;335;7064548;8431;1706276;17979083;1779015;65;2662;3460690;;3027591;1037673;1711725;155604;905034;273923;8851828;79732440;18743872;3242774;2344689;137865;10664;3534;171568;3967340;6188744;1890367;22648493;18145100;112822;1090;6617199;174849;512665;;;;418047;1109474;8905189;4907354;41346;5921467;600;2503;2351492;63431;3902;50;4413947;732729;3064379;6611
2016;Marzo;939102862;175983;743153;1399951;198968;1850;6259834;27704962;124442267;92899217;450574;2147901;4729578;672480;29241;31609736;6245049;118779391;991300;16915781;9133767;15236858;21223964;3450896;659004;1978506;61406853;21534918;2399612;2427717;29395055;2052367;4421594;14175711;15519223;892515;577622;32987;15881212;27330390;10249713;543446;1229434;1492;7272421;6237;1697385;19623553;1906131;680;332991;3392976;;3369016;644897;1470089;84032;1063493;272101;10441958;80698188;18046858;3058862;3223825;278178;30785;4438;304723;4588363;5786702;1749989;21553617;10726743;23367;1177;6860815;220071;175902;;;;266903;1062729;7590123;5076120;5500;5046302;305305;;2618450;286939;54111;;5311421;967324;3444318;4682
2016;Abril;914166215;125895;638224;2984306;982514;74141;6595046;20198998;108562359;116817412;803397;1303801;4354098;387874;340543;27604082;7482811;93722672;1105468;17269903;10667576;15188690;25860921;4868395;163651;2104276;47128066;24807667;2544976;3417145;22342769;3266923;3885699;13415713;14649376;854185;500226;35131;20146812;24491200;10457797;414456;2579499;250;8328060;6564;1928946;19644078;1816911;214;52520;4528295;;3631091;884758;1493220;64281;777455;181035;10336416;90132111;18996879;3827635;2929602;141663;98005;5570;333382;4516248;6567615;1774487;15494019;8765353;175038;1495;6387410;331902;100491;;;;468480;1469443;8831348;5906213;31082;6109189;305000;19000;2349589;121856;18670;;4572568;851135;3710472;4478
2016;Mayo;916812373;119025;699607;5072736;913472;7244;4954575;14392465;77228914;102388674;768189;1546429;3799683;328293;356125;35632260;8479712;105361815;1143485;16613768;11029552;14963560;39088572;5099878;2130378;2205147;41303389;20519396;1929376;3827549;24998676;3316606;4337426;14472193;16739398;804776;747704;13060;19182665;26237546;10700072;485813;2168094;500;8424881;22633;1432450;18815932;1987017;;670;3859236;;3472433;1069465;1632369;181178;1058247;148512;10165010;98027867;19196436;3144789;3700721;142568;26660;4635;297856;5137403;7489255;2429654;22828256;11147786;139889;435;6100498;212328;234166;;;;516227;1001735;9795252;7556418;147343;6507650;;;2171953;167694;15028;;5650649;1135066;3499563;8763
2016;Junio;897589300;162770;839171;7993141;1539765;19164;5992136;11265559;70675783;100696864;477826;1802283;4931283;446121;84407;22222502;7905682;78475604;1129572;15637741;9864797;16679827;24915624;5393252;6672060;2130878;70887476;33482424;1903558;2893276;25978909;4798321;4359101;15585137;14157813;669438;511484;36947;22591969;27106059;10646981;441473;2231041;136;8640133;18327;1515251;17624016;2044587;358;3448;3417274;;3460036;1280188;1592736;109076;760131;302032;9406006;92352342;18873166;3865502;3887785;252602;42236;12207;460431;4914496;6089142;1472237;17920960;12374079;77039;258;5842772;173870;194471;;;;1024789;1323764;11291135;7260637;457433;7835956;639200;;2051643;151455;33856;;6444054;1028142;2824160;8527
2016;Julio;844638419;116640;797528;6788394;995031;34429;5347456;17504103;72532955;90559490;301648;2553554;5452949;466417;46864;37200920;9457821;34327982;843363;16733383;9629632;16919683;26129610;4109149;7759591;1867403;50261140;32473174;2130351;2145913;28229472;4442211;4096485;15290577;15272794;811684;505634;30878;19108083;26679143;12929863;610780;2932337;175;7938905;10177;1369577;18294226;1952748;966;89496;3030049;;3278198;794036;1570950;64094;822594;151988;8457139;85958376;27731149;2752351;3826237;242901;218088;2837;275093;4502022;6898900;2704400;18382062;13224201;133958;4654;5797566;207023;137076;607;;;466479;900854;11434984;5823235;113807;6314876;;21678;3036446;118697;37697;1624;4781569;1110721;3210673;13746
2016;Agosto;888489543;159522;838624;6588084;552630;24733;5848821;17590681;97043130;73483253;149396;1820691;5440557;247457;48204;53033631;10367958;65670617;862347;14874829;8699345;15100920;19388200;4265301;15626480;2139093;69178985;19875046;1904182;4291048;24675453;3113645;4731364;11766860;16190635;669811;453990;94102;18710351;25817314;12989430;545408;4160497;1283;8179006;13892;1600095;20323555;2089562;139;109824;3672274;;2592171;1206031;1315096;146720;855600;151906;8803764;87182070;21277027;2881217;3949016;235281;126533;7400;318922;4865768;6235117;2599707;17093410;13108373;144829;2716;5609865;185488;111735;2027;;;489184;820775;9512356;5226045;13280;4437753;1675;;2430812;149237;9844;91;4624173;2121691;2609828;12755
2016;Septiembre;835557154;124788;665940;6946896;472436;171113;6804691;18074154;90878335;47196596;90229;1958119;5699759;457453;54900;37837049;8877871;58433799;831028;15749441;8737394;16048664;26619626;5495699;13961850;1408275;51973197;32692596;1693435;3710342;32522255;2513799;5547594;12240150;14185498;662216;509725;59858;19849844;25184497;13764309;753426;1949114;;7140751;11483;1506436;19629373;2132914;372;124037;4151467;;3535782;1376290;1456713;81465;1305837;209307;9820072;81952099;20575859;3042432;4100431;189809;13899;8528;314620;5065630;6779585;3229820;13215405;10706531;119421;3940;6078442;259619;226631;11472;;;334241;941020;8897008;5202938;63731;4140647;1000;;2437215;158509;21479;;5640826;2776625;3139972;17511
2016;Octubre;709055480;116401;706449;2900444;151462;11228;5101309;18617130;76224625;15546953;58944;1973072;6509960;448100;45104;42974560;9674482;31898212;952414;16270919;9300218;16273185;19427664;4980599;5011009;1266559;43006323;24931770;1983951;3102017;22395138;1907630;6681163;14030625;15101475;984939;571383;87883;19422059;24010463;12887825;664068;1426485;1143;7411260;13967;1372874;18196047;3851086;3392;35160;3472156;274;4133388;1199315;1297437;192598;805913;145105;10432140;73354620;16552646;3357464;3684324;124332;12938;5743;246940;4059220;6209968;1003086;16561660;11616810;156192;795;6519911;1441342;107072;1112;;;788970;859957;8169861;4466603;57079;4303431;750;;2178063;187208;23811;596;6188704;1530316;3077565;6937
2016;Noviembre;853766743;101099;547800;4863303;397298;35977;5471643;24688799;102799717;34470731;89215;1989095;5573860;536138;48705;61432991;9234177;53998470;1124477;16410070;11457892;16002703;28804335;5662683;888763;1511558;54406674;37111193;1740197;4168522;27883601;2378820;6927880;13939232;17056915;843166;767225;20612;15182897;25813047;15940325;928715;2477790;172;7683057;19446;1620279;19527094;2046150;;5458;3439905;;3106509;1273441;1236955;165089;990547;119151;8082479;82854198;19599753;2668398;4093650;151300;32846;2958;255463;4358726;5245939;915017;15479306;10280170;168449;;7273949;205993;18103;2137;;;511396;1000471;8944120;6003350;5595;4726427;;28904;2841180;105030;22539;;6242785;1562291;3118491;3767
2016;Diciembre;974799533;167072;538905;7300661;271609;;5874554;28626555;101855850;68712528;43472;1307032;4141934;345975;53219;55325674;10543283;110076476;1153593;17751445;10899406;20077315;29332708;5634307;380669;1717188;60219437;32164350;1650610;4862859;20054641;2381154;7077582;13807906;16941229;848611;767221;65921;15994144;31071514;15273382;693670;2077688;5;7047707;4363;2463116;21437679;2146805;6660;229898;2957775;;3580241;824899;1347270;98175;784883;154714;5953289;82730914;20639915;4288019;4292067;132249;6791;7093;270267;5166806;5348661;2508684;28740708;11897014;296005;;7767965;265467;128044;15400;;;260200;1223424;11200163;7526688;150988;5877754;;;3780951;112701;20798;;7914204;1597626;3502314;8825
2015;Enero;879195415;127448;798935;2193579;218199;48873;9294623;28093558;83859739;87181358;31379;1475516;3969312;353179;30224;41812575;7991512;93364344;639724;12043687;7424110;11949189;22015722;4145484;880015;2219243;74529565;42045720;2124712;3045797;18941343;1395577;4604001;12897448;12728176;551354;585637;22525;10844179;22626412;14979146;1104259;2749392;;5418188;;7067;1808275;17212428;1765642;;117;3804866;;2304464;689871;1341842;31762;648942;127037;9175609;76435315;18061419;2688336;2738008;66458;12312;10466;207305;4010926;5911113;3781881;16411043;10486132;142536;;7572951;193614;575728;;;250440;1080476;10167777;6257227;15579;6644181;10;;2376717;207984;1088;;5436394;1377880;3797139;4100
2015;Febrero;885113783;113424;705112;2271193;751344;2583;8146043;24850770;77907275;84064205;61858;1403446;6185265;329847;30494;21790392;7642431;130082392;798412;14402707;8632605;13910911;20920116;5417421;974761;2456196;68916319;25958817;2256805;3571738;22019650;2281774;3950157;13995776;14441986;655328;591781;55013;13335380;24632498;13895316;847627;2575163;;5844369;231;11190;3384352;17270862;1585178;211;2740;3311668;;3157998;945587;1466619;101350;911936;208397;9068437;78192190;19453055;3171820;2668398;90828;28421;2850;272587;3515560;4142839;3962443;22864984;10329571;54546;929;7071736;194255;601472;;42183;283915;1066767;8963288;6646313;30420;5597587;211300;;1898235;126497;57498;;4077535;1372185;3014258;3862
